UPC,Book Title,Author,Original Price (Books.toscrape.com),Author (from Google Books API),ISBN,Competitor Price (Booksrun.com),Booksrun Link,Original Price (Float),Competitor Price (Float),Absolute Price Difference,Percentage Price Difference,Suggested Price Action (Dynamic)
3063c7e95d0bf76f,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,N/A,Â£59.15,,,,,59.15,,,,No Action (Price not available from one/both sources)
235fa48eeed11d82,The Golden Condom: And Other Essays on Love Lost and Found,N/A,Â£39.43,,,,,39.43,,,,No Action (Price not available from one/both sources)
f732d7d18a91d2ba,The Epidemic (The Program 0.6),N/A,Â£14.44,,,,,14.44,,,,No Action (Price not available from one/both sources)
c6ca293d4810e0d5,The Dinner Party,N/A,Â£56.54,,,,,56.54,,,,No Action (Price not available from one/both sources)
54fc03f1e1d355db,The Diary of a Young Girl,N/A,Â£59.90,,,,,59.9,,,,No Action (Price not available from one/both sources)
64fd010bf8d15096,The Children,N/A,Â£11.88,,,,,11.88,,,,No Action (Price not available from one/both sources)
b63ea3f7a57ae099,Stars Above (The Lunar Chronicles #4.5),N/A,Â£48.05,,,,,48.05,,,,No Action (Price not available from one/both sources)
f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,N/A,Â£21.21,,,,,21.21,,,,No Action (Price not available from one/both sources)
ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,N/A,Â£49.67,,,,,49.67,,,,No Action (Price not available from one/both sources)
8976d9161c027142,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,N/A,Â£43.14,,,,,43.14,,,,No Action (Price not available from one/both sources)
b8d7b3f5c7a95d65,Psycho: Sanitarium (Psycho #1.5),N/A,Â£36.97,,,,,36.97,,,,No Action (Price not available from one/both sources)
abdd91e96515a617,Poisonous (Max Revere Novels #3),N/A,Â£26.80,,,,,26.8,,,,No Action (Price not available from one/both sources)
81ef44fcc5f454df,One with You (Crossfire #5),N/A,Â£15.71,,,,,15.71,,,,No Action (Price not available from one/both sources)
db84624b151cbe06,No Love Allowed (Dodge Cove #1),N/A,Â£54.65,,,,,54.65,,,,No Action (Price not available from one/both sources)
e7fe3bf2768602cf,Murder at the 42nd Street Library (Raymond Ambler #1),N/A,Â£54.36,,,,,54.36,,,,No Action (Price not available from one/both sources)
c039f5aceb093537,Most Wanted,N/A,Â£35.28,,,,,35.28,,,,No Action (Price not available from one/both sources)
9546d537fbf99eb6,"Love, Lies and Spies",N/A,Â£20.55,,,,,20.55,,,,No Action (Price not available from one/both sources)
b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,N/A,Â£58.32,,,,,58.32,,,,No Action (Price not available from one/both sources)
bddc6fd036eb6279,Hide Away (Eve Duncan #20),N/A,Â£11.84,,,,,11.84,,,,No Action (Price not available from one/both sources)
c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,N/A,Â£41.46,,,,,41.46,,,,No Action (Price not available from one/both sources)
76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,N/A,Â£20.10,,,,,20.1,,,,No Action (Price not available from one/both sources)
3968e3fbf4695d7c,Equal Is Unfair: America's Misguided Fight Against Income Inequality,N/A,Â£56.86,,,,,56.86,,,,No Action (Price not available from one/both sources)
6983328f15506cb9,Eleanor & Park,N/A,Â£56.51,,,,,56.51,,,,No Action (Price not available from one/both sources)
df7e628bad5782b4,Dirty (Dive Bar #1),N/A,Â£40.83,,,,,40.83,,,,No Action (Price not available from one/both sources)
d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),N/A,Â£48.64,,,,,48.64,,,,No Action (Price not available from one/both sources)
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),N/A,Â£59.48,,,,,59.48,,,,No Action (Price not available from one/both sources)
63343e287971bb0c,A Paris Apartment,N/A,Â£39.01,,,,,39.01,,,,No Action (Price not available from one/both sources)
a4eef523118805ef,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",N/A,Â£38.77,,,,,38.77,,,,No Action (Price not available from one/both sources)
515cb8fcafb1ad98,Troublemaker: Surviving Hollywood and Scientology,N/A,Â£48.39,,,,,48.39,,,,No Action (Price not available from one/both sources)
6159d8b187831770,The Widow,N/A,Â£27.26,,,,,27.26,,,,No Action (Price not available from one/both sources)
985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",N/A,Â£11.68,,,,,11.68,,,,No Action (Price not available from one/both sources)
437d8dea9272d0a9,The Improbability of Love,N/A,Â£59.45,,,,,59.45,,,,No Action (Price not available from one/both sources)
1c584f82a7a1c4f0,The Art of Startup Fundraising,N/A,Â£21.00,,,,,21.0,,,,No Action (Price not available from one/both sources)
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),N/A,Â£53.98,,,,,53.98,,,,No Action (Price not available from one/both sources)
f435aa99d864077d,Sleeping Giants (Themis Files #1),N/A,Â£48.74,,,,,48.74,,,,No Action (Price not available from one/both sources)
b06599b108e83f98,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",N/A,Â£21.15,,,,,21.15,,,,No Action (Price not available from one/both sources)
05a61a3bd8ca4149,Playing with Fire,N/A,Â£13.71,,,,,13.71,,,,No Action (Price not available from one/both sources)
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),N/A,Â£47.67,,,,,47.67,,,,No Action (Price not available from one/both sources)
47e1b2d43f709995,Mothering Sunday,N/A,Â£13.34,,,,,13.34,,,,No Action (Price not available from one/both sources)
28b2df9fadc9f07e,"Mother, Can You Not?",N/A,Â£16.89,,,,,16.89,,,,No Action (Price not available from one/both sources)
5569c3fea112718e,M Train,N/A,Â£27.18,,,,,27.18,,,,No Action (Price not available from one/both sources)
bade9943ee01b63f,Lilac Girls,N/A,Â£17.28,,,,,17.28,,,,No Action (Price not available from one/both sources)
469508882dfc1991,Lies and Other Acts of Love,N/A,Â£45.14,,,,,45.14,,,,No Action (Price not available from one/both sources)
825d6c44da3ca5a6,Lab Girl,N/A,Â£40.85,,,,,40.85,,,,No Action (Price not available from one/both sources)
20dc4f1ac5d4fd9c,Keep Me Posted,N/A,Â£20.46,,,,,20.46,,,,No Action (Price not available from one/both sources)
ce8666d9b42fc9a0,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,N/A,Â£56.27,,,,,56.27,,,,No Action (Price not available from one/both sources)
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),N/A,Â£48.49,,,,,48.49,,,,No Action (Price not available from one/both sources)
c65c25d990fc7025,"Exit, Pursued by a Bear",N/A,Â£51.34,,,,,51.34,,,,No Action (Price not available from one/both sources)
f608c903c451f387,Daredevils,N/A,Â£16.34,,,,,16.34,,,,No Action (Price not available from one/both sources)
2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,N/A,Â£20.50,,,,,20.5,,,,No Action (Price not available from one/both sources)
816180220e8cb419,Born for This: How to Find the Work You Were Meant to Do,N/A,Â£21.59,,,,,21.59,,,,No Action (Price not available from one/both sources)
2c34f9432069b52b,Arena,N/A,Â£21.36,,,,,21.36,,,,No Action (Price not available from one/both sources)
bb967277222e689c,Adultery,N/A,Â£20.88,,,,,20.88,,,,No Action (Price not available from one/both sources)
2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,N/A,Â£19.53,,,,,19.53,,,,No Action (Price not available from one/both sources)
40c4bf520c17de54,A Gentleman's Position (Society of Gentlemen #3),N/A,Â£14.75,,,,,14.75,,,,No Action (Price not available from one/both sources)
a9d7b75461084a26,11/22/63,N/A,Â£48.48,,,,,48.48,,,,No Action (Price not available from one/both sources)
34669b2e9d407d3a,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",N/A,Â£24.57,,,,,24.57,,,,No Action (Price not available from one/both sources)
96aa539bfd4c07e2,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,N/A,Â£49.71,,,,,49.71,,,,No Action (Price not available from one/both sources)
ab60e6f5a63e1cfb,Without Shame,N/A,Â£48.27,,,,,48.27,,,,No Action (Price not available from one/both sources)
d1848064c54e01c7,Watchmen,N/A,Â£58.05,,,,,58.05,,,,No Action (Price not available from one/both sources)
4fd0a2a350f016e6,Unlimited Intuition Now,N/A,Â£58.87,,,,,58.87,,,,No Action (Price not available from one/both sources)
0967effecd292a86,Underlying Notes,N/A,Â£11.82,,,,,11.82,,,,No Action (Price not available from one/both sources)
903a9f8090104c2c,The Shack,N/A,Â£28.03,,,,,28.03,,,,No Action (Price not available from one/both sources)
4b50fb1359ebf35d,The New Brand You: Your New Image Makes the Sale for You,N/A,Â£44.05,,,,,44.05,,,,No Action (Price not available from one/both sources)
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",N/A,Â£12.34,,,,,12.34,,,,No Action (Price not available from one/both sources)
33396269bcce166f,The Flowers Lied,N/A,Â£16.68,,,,,16.68,,,,No Action (Price not available from one/both sources)
ca74f2e3c35a3e77,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",N/A,Â£55.91,,,,,55.91,,,,No Action (Price not available from one/both sources)
3f25a2fedae191cc,The Book of Mormon,N/A,Â£24.57,,,,,24.57,,,,No Action (Price not available from one/both sources)
f9c87ccb2bc4853b,The Art and Science of Low Carbohydrate Living,N/A,Â£52.98,,,,,52.98,,,,No Action (Price not available from one/both sources)
e77594ece9b9d1fe,The Alien Club,N/A,Â£54.40,,,,,54.4,,,,No Action (Price not available from one/both sources)
0e095ed785af7e43,Suzie Snowflake: One beautiful flake (a self-esteem story),N/A,Â£54.81,,,,,54.81,,,,No Action (Price not available from one/both sources)
913e7109cec0cb4c,Nap-a-Roo,N/A,Â£25.08,,,,,25.08,,,,No Action (Price not available from one/both sources)
ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",N/A,Â£10.41,,,,,10.41,,,,No Action (Price not available from one/both sources)
6baac632f7711e26,Modern Day Fables,N/A,Â£47.44,,,,,47.44,,,,No Action (Price not available from one/both sources)
8fab4c4f6f82a4ce,If I Gave You God's Phone Number....: Searching for Spirituality in America,N/A,Â£20.91,,,,,20.91,,,,No Action (Price not available from one/both sources)
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",N/A,Â£33.95,,,,,33.95,,,,No Action (Price not available from one/both sources)
7e9068872228c474,Dress Your Family in Corduroy and Denim,N/A,Â£43.68,,,,,43.68,,,,No Action (Price not available from one/both sources)
e845d305f64154f1,Don't Forget Steven,N/A,Â£33.23,,,,,33.23,,,,No Action (Price not available from one/both sources)
7186241e043de5dc,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,N/A,Â£35.92,,,,,35.92,,,,No Action (Price not available from one/both sources)
d6d9ffea95f2f8bf,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,N/A,Â£48.63,,,,,48.63,,,,No Action (Price not available from one/both sources)
63d5f1651880dcea,A Shard of Ice (The Black Symphony Saga #1),N/A,Â£56.63,,,,,56.63,,,,No Action (Price not available from one/both sources)
c181ca8eabe7d18c,A Hero's Curse (The Unseen Chronicles #1),N/A,Â£50.49,,,,,50.49,,,,No Action (Price not available from one/both sources)
61cf7eb9d2cd8bb0,23 Degrees South: A Tropical Tale of Changing Whether...,N/A,Â£35.79,,,,,35.79,,,,No Action (Price not available from one/both sources)
e77033ce559947f7,"Zero to One: Notes on Startups, or How to Build the Future",N/A,Â£34.06,,,,,34.06,,,,No Action (Price not available from one/both sources)
04f6c929888f4f11,Why Not Me?,N/A,Â£17.76,,,,,17.76,,,,No Action (Price not available from one/both sources)
b69c852e7e3956af,When Breath Becomes Air,N/A,Â£39.36,,,,,39.36,,,,No Action (Price not available from one/both sources)
1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,N/A,Â£36.94,,,,,36.94,,,,No Action (Price not available from one/both sources)
e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),N/A,Â£43.62,,,,,43.62,,,,No Action (Price not available from one/both sources)
3eec766dda26fa64,The New Drawing on the Right Side of the Brain,N/A,Â£43.02,,,,,43.02,,,,No Action (Price not available from one/both sources)
5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",N/A,Â£28.45,,,,,28.45,,,,No Action (Price not available from one/both sources)
9afd00e81d6208e6,The Martian (The Martian #1),N/A,Â£41.39,,,,,41.39,,,,No Action (Price not available from one/both sources)
4f283dfcbeccc0d4,The High Mountains of Portugal,N/A,Â£51.15,,,,,51.15,,,,No Action (Price not available from one/both sources)
1bba4b1ba23ed2d6,The Grownup,N/A,Â£35.88,,,,,35.88,,,,No Action (Price not available from one/both sources)
a2308a936e898d48,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,N/A,Â£36.91,,,,,36.91,,,,No Action (Price not available from one/both sources)
331c26103d885cae,South of Sunshine,N/A,Â£28.93,,,,,28.93,,,,No Action (Price not available from one/both sources)
a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,N/A,Â£38.89,,,,,38.89,,,,No Action (Price not available from one/both sources)
e46a164cf310fd7d,Silence in the Dark (Logan Point #4),N/A,Â£58.33,,,,,58.33,,,,No Action (Price not available from one/both sources)
bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),N/A,Â£39.67,,,,,39.67,,,,No Action (Price not available from one/both sources)
aeb51dfbe8aeec59,Roller Girl,N/A,Â£14.10,,,,,14.1,,,,No Action (Price not available from one/both sources)
52fc458ffc756faf,Rising Strong,N/A,Â£21.82,,,,,21.82,,,,No Action (Price not available from one/both sources)
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,N/A,Â£54.21,,,,,54.21,,,,No Action (Price not available from one/both sources)
4a823d80aa30dbb0,Please Kill Me: The Uncensored Oral History of Punk,N/A,Â£31.19,,,,,31.19,,,,No Action (Price not available from one/both sources)
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,N/A,Â£53.64,,,,,53.64,,,,No Action (Price not available from one/both sources)
9a7291b89bd5445c,My Life Next Door (My Life Next Door ),N/A,Â£36.39,,,,,36.39,,,,No Action (Price not available from one/both sources)
bff270fe9c86a5a9,Miller's Valley,N/A,Â£58.54,,,,,58.54,,,,No Action (Price not available from one/both sources)
4729afff3bea0f0a,Man's Search for Meaning,N/A,Â£29.48,,,,,29.48,,,,No Action (Price not available from one/both sources)
4d3a4c7b442a9a4e,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",N/A,Â£25.06,,,,,25.06,,,,No Action (Price not available from one/both sources)
044534b0b28b4e87,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,N/A,Â£12.55,,,,,12.55,,,,No Action (Price not available from one/both sources)
c44c5e1425475206,Les Fleurs du Mal,N/A,Â£29.04,,,,,29.04,,,,No Action (Price not available from one/both sources)
29af1a2566c4e36e,Left Behind (Left Behind #1),N/A,Â£40.72,,,,,40.72,,,,No Action (Price not available from one/both sources)
39eefec3a8498dde,Kill 'Em and Leave: Searching for James Brown and the American Soul,N/A,Â£45.05,,,,,45.05,,,,No Action (Price not available from one/both sources)
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,N/A,Â£47.13,,,,,47.13,,,,No Action (Price not available from one/both sources)
bd26e8a79a856c31,John Vassos: Industrial Design for Modern Life,N/A,Â£20.22,,,,,20.22,,,,No Action (Price not available from one/both sources)
0ab4b35dcffcffd1,I'll Give You the Sun,N/A,Â£56.48,,,,,56.48,,,,No Action (Price not available from one/both sources)
bbf1ea50be8008ab,I Will Find You,N/A,Â£44.21,,,,,44.21,,,,No Action (Price not available from one/both sources)
0bfdef63285d3019,Hystopia: A Novel,N/A,Â£21.96,,,,,21.96,,,,No Action (Price not available from one/both sources)
b7870fa6dc088fbb,Howl and Other Poems,N/A,Â£40.45,,,,,40.45,,,,No Action (Price not available from one/both sources)
8a150fd8ff5d7686,History of Beauty,N/A,Â£10.29,,,,,10.29,,,,No Action (Price not available from one/both sources)
d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,N/A,Â£52.86,,,,,52.86,,,,No Action (Price not available from one/both sources)
df6a7c43faa6732b,Future Shock (Future Shock #1),N/A,Â£55.65,,,,,55.65,,,,No Action (Price not available from one/both sources)
e049d44c4f1cf1b2,Ender's Game (The Ender Quintet #1),N/A,Â£43.64,,,,,43.64,,,,No Action (Price not available from one/both sources)
0c11e2d068768dbb,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,N/A,Â£28.41,,,,,28.41,,,,No Action (Price not available from one/both sources)
4dbd54d9e36c9566,Death by Leisure: A Cautionary Tale,N/A,Â£37.51,,,,,37.51,,,,No Action (Price not available from one/both sources)
7f5157bf53065d36,Brilliant Beacons: A History of the American Lighthouse,N/A,Â£11.45,,,,,11.45,,,,No Action (Price not available from one/both sources)
77e9ea355bd8ae57,Brazen: The Courage to Find the You That's Been Hiding,N/A,Â£19.22,,,,,19.22,,,,No Action (Price not available from one/both sources)
04e3de7ac35ec5cd,Between the World and Me,N/A,Â£56.91,,,,,56.91,,,,No Action (Price not available from one/both sources)
15ebd83e53d0391b,Being Mortal: Medicine and What Matters in the End,N/A,Â£55.06,,,,,55.06,,,,No Action (Price not available from one/both sources)
fef91502cbacf23a,"A Murder Over a Girl: Justice, Gender, Junior High",N/A,Â£13.20,,,,,13.2,,,,No Action (Price not available from one/both sources)
b1a227b7609ff263,32 Yolks,N/A,Â£53.63,,,,,53.63,,,,No Action (Price not available from one/both sources)
f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",N/A,Â£44.48,,,,,44.48,,,,No Action (Price not available from one/both sources)
88ec621893e595d0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,N/A,Â£12.08,,,,,12.08,,,,No Action (Price not available from one/both sources)
b46d022080543144,Wildlife of New York: A Five-Borough Coloring Book,N/A,Â£22.14,,,,,22.14,,,,No Action (Price not available from one/both sources)
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),N/A,Â£25.37,,,,,25.37,,,,No Action (Price not available from one/both sources)
48cb52d78c992487,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,N/A,Â£46.33,,,,,46.33,,,,No Action (Price not available from one/both sources)
a94350ee74deaa07,Under the Tuscan Sun,N/A,Â£37.33,,,,,37.33,,,,No Action (Price not available from one/both sources)
4242cc3d0437db12,Toddlers Are A**holes: It's Not Your Fault,N/A,Â£25.55,,,,,25.55,,,,No Action (Price not available from one/both sources)
4a0b78598b42897a,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,N/A,Â£34.72,,,,,34.72,,,,No Action (Price not available from one/both sources)
0ff9d10864db8364,The Whale,N/A,Â£35.96,,,,,35.96,,,,No Action (Price not available from one/both sources)
9147c5251cc99eb1,The Story of Art,N/A,Â£41.14,,,,,41.14,,,,No Action (Price not available from one/both sources)
0345872b14f9e774,The Origin of Species,N/A,Â£10.01,,,,,10.01,,,,No Action (Price not available from one/both sources)
a8dbf1c6b41b885a,The Great Gatsby,N/A,Â£36.05,,,,,36.05,,,,No Action (Price not available from one/both sources)
f935412970c9f58f,The Good Girl,N/A,Â£49.03,,,,,49.03,,,,No Action (Price not available from one/both sources)
47f4fd3e8e1dac05,The Glass Castle,N/A,Â£16.24,,,,,16.24,,,,No Action (Price not available from one/both sources)
57f85720e54d6442,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,N/A,Â£39.55,,,,,39.55,,,,No Action (Price not available from one/both sources)
7a10353c9c54cf7c,The Drowning Girls,N/A,Â£35.67,,,,,35.67,,,,No Action (Price not available from one/both sources)
24933c712f0bca2f,The Constant Princess (The Tudor Court #1),N/A,Â£16.62,,,,,16.62,,,,No Action (Price not available from one/both sources)
d250657f0ebc5d73,The Bourne Identity (Jason Bourne #1),N/A,Â£42.78,,,,,42.78,,,,No Action (Price not available from one/both sources)
20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),N/A,Â£52.30,,,,,52.3,,,,No Action (Price not available from one/both sources)
4b8fa561a1e52d1c,The Art Book,N/A,Â£32.34,,,,,32.34,,,,No Action (Price not available from one/both sources)
5fbd03b1ac0a0e69,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,N/A,Â£33.17,,,,,33.17,,,,No Action (Price not available from one/both sources)
ba047a636b7d3793,Team of Rivals: The Political Genius of Abraham Lincoln,N/A,Â£20.12,,,,,20.12,,,,No Action (Price not available from one/both sources)
8776181be110838a,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,N/A,Â£20.90,,,,,20.9,,,,No Action (Price not available from one/both sources)
bd087cf6a846db75,"Sit, Stay, Love",N/A,Â£20.90,,,,,20.9,,,,No Action (Price not available from one/both sources)
7ffebdd1d5148aef,Sister Dear,N/A,Â£40.20,,,,,40.2,,,,No Action (Price not available from one/both sources)
9639e89d20228e6e,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",N/A,Â£52.87,,,,,52.87,,,,No Action (Price not available from one/both sources)
8486f61aa81a3daa,"Rich Dad, Poor Dad",N/A,Â£51.74,,,,,51.74,,,,No Action (Price not available from one/both sources)
31c56c4d0fe19340,Raymie Nightingale,N/A,Â£34.41,,,,,34.41,,,,No Action (Price not available from one/both sources)
68008abf6409dfde,Playing from the Heart,N/A,Â£32.38,,,,,32.38,,,,No Action (Price not available from one/both sources)
746029796363aa51,Nightstruck: A Novel,N/A,Â£50.35,,,,,50.35,,,,No Action (Price not available from one/both sources)
924438fc6cbec836,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",N/A,Â£11.38,,,,,11.38,,,,No Action (Price not available from one/both sources)
725cd8d23d78cdca,Meternity,N/A,Â£43.58,,,,,43.58,,,,No Action (Price not available from one/both sources)
dac4b5847454fd9b,Memoirs of a Geisha,N/A,Â£49.67,,,,,49.67,,,,No Action (Price not available from one/both sources)
b6670507e85b30e6,Like Never Before (Walker Family #2),N/A,Â£28.77,,,,,28.77,,,,No Action (Price not available from one/both sources)
40cdcbb7692fd408,Life of Pi,N/A,Â£13.22,,,,,13.22,,,,No Action (Price not available from one/both sources)
b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,N/A,Â£51.17,,,,,51.17,,,,No Action (Price not available from one/both sources)
4c82371b8cd02d4d,King's Folly (The Kinsman Chronicles #1),N/A,Â£39.61,,,,,39.61,,,,No Action (Price not available from one/both sources)
68407606544d6f22,John Adams,N/A,Â£57.43,,,,,57.43,,,,No Action (Price not available from one/both sources)
2a9fcb3382d351c8,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),N/A,Â£46.01,,,,,46.01,,,,No Action (Price not available from one/both sources)
eff5710404e2ff78,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,N/A,Â£28.25,,,,,28.25,,,,No Action (Price not available from one/both sources)
c00bc29a678a6efb,Good in Bed (Cannie Shapiro #1),N/A,Â£37.05,,,,,37.05,,,,No Action (Price not available from one/both sources)
de6d7645f192d517,"Fruits Basket, Vol. 7 (Fruits Basket #7)",N/A,Â£19.57,,,,,19.57,,,,No Action (Price not available from one/both sources)
2e40333991f56f45,For the Love: Fighting for Grace in a World of Impossible Standards,N/A,Â£45.13,,,,,45.13,,,,No Action (Price not available from one/both sources)
4e78f06160b717ac,Finding God in the Ruins: How God Redeems Pain,N/A,Â£46.64,,,,,46.64,,,,No Action (Price not available from one/both sources)
4fa75fc6829431ca,Every Heart a Doorway (Every Heart A Doorway #1),N/A,Â£12.16,,,,,12.16,,,,No Action (Price not available from one/both sources)
4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),N/A,Â£20.89,,,,,20.89,,,,No Action (Price not available from one/both sources)
4807043b8218e9ce,Counted With the Stars (Out from Egypt #1),N/A,Â£17.97,,,,,17.97,,,,No Action (Price not available from one/both sources)
4781b6bfd6f7a2c5,"Chronicles, Vol. 1",N/A,Â£52.60,,,,,52.6,,,,No Action (Price not available from one/both sources)
a322361a37a78d3d,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,N/A,Â£25.77,,,,,25.77,,,,No Action (Price not available from one/both sources)
5b546a46a86a9d8c,Benjamin Franklin: An American Life,N/A,Â£48.19,,,,,48.19,,,,No Action (Price not available from one/both sources)
6b52904b2ab91bf6,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",N/A,Â£29.93,,,,,29.93,,,,No Action (Price not available from one/both sources)
cc1936a9f4e93477,A Summer In Europe,N/A,Â£44.34,,,,,44.34,,,,No Action (Price not available from one/both sources)
6c7fa6844380f50a,A Short History of Nearly Everything,N/A,Â£52.40,,,,,52.4,,,,No Action (Price not available from one/both sources)
d1378a0ad06ff979,A Gathering of Shadows (Shades of Magic #2),N/A,Â£44.81,,,,,44.81,,,,No Action (Price not available from one/both sources)
5ba3d703d1ae0c1d,The Sound Of Love,N/A,Â£57.84,,,,,57.84,,,,No Action (Price not available from one/both sources)
774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,N/A,Â£39.67,,,,,39.67,,,,No Action (Price not available from one/both sources)
fd364afd082f5446,The Perks of Being a Wallflower,N/A,Â£55.02,,,,,55.02,,,,No Action (Price not available from one/both sources)
2da5edf8b5776c9a,The Mysterious Affair at Styles (Hercule Poirot #1),N/A,Â£24.80,,,,,24.8,,,,No Action (Price not available from one/both sources)
60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,N/A,Â£59.45,,,,,59.45,,,,No Action (Price not available from one/both sources)
2efa5a839e62b1bd,The Makings of a Fatherless Child,N/A,Â£31.58,,,,,31.58,,,,No Action (Price not available from one/both sources)
d326e189b1210916,The Joy of Cooking,N/A,Â£43.27,,,,,43.27,,,,No Action (Price not available from one/both sources)
e6635f5b0a2c78db,The Invention of Wings,N/A,Â£37.34,,,,,37.34,,,,No Action (Price not available from one/both sources)
72b5355dda190b6a,The Hobbit (Middle-Earth Universe),N/A,Â£17.80,,,,,17.8,,,,No Action (Price not available from one/both sources)
48736df57e7bec9f,The Great Railway Bazaar,N/A,Â£30.54,,,,,30.54,,,,No Action (Price not available from one/both sources)
d33824cb93ecab6f,The Golden Compass (His Dark Materials #1),N/A,Â£18.77,,,,,18.77,,,,No Action (Price not available from one/both sources)
2bc80eba94950873,The God Delusion,N/A,Â£46.85,,,,,46.85,,,,No Action (Price not available from one/both sources)
eb7459e0c570251d,The Girl You Left Behind (The Girl You Left Behind #1),N/A,Â£15.79,,,,,15.79,,,,No Action (Price not available from one/both sources)
cb17945cb90b7837,The Fellowship of the Ring (The Lord of the Rings #1),N/A,Â£10.27,,,,,10.27,,,,No Action (Price not available from one/both sources)
3d250ab0f12be445,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),N/A,Â£15.42,,,,,15.42,,,,No Action (Price not available from one/both sources)
6478ccb4416e6a5d,The Barefoot Contessa Cookbook,N/A,Â£59.92,,,,,59.92,,,,No Action (Price not available from one/both sources)
2a1b3d967cda1da2,Tell the Wolves I'm Home,N/A,Â£50.96,,,,,50.96,,,,No Action (Price not available from one/both sources)
